IRL1224,05-02-2024,2024,1,Demonstrations,Protests,Protest with intervention,Dublin,53.3498,-6.2603,1,"crowd size=between 1,200 and 1,800",1729023533
IRL1227,04-02-2024,2024,1,Strategic developments,Strategic developments,Looting/property destruction,Crooksling,53.2554,-6.4459,1,,1728421370
IRL1232,04-02-2024,2024,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=hundreds,1729023533
IRL1208,01-02-2024,2024,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421370
IRL1220,26-01-2024,2024,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421370
IRL1198,24-01-2024,2024,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=thousands,1728421370
IRL1183,17-01-2024,2024,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421370
IRL1194,17-01-2024,2024,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421370
IRL1191,14-01-2024,2024,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421370
IRL1184,13-01-2024,2024,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=thousands,1706054138
IRL1247,07-01-2024,2024,1,Strategic developments,Strategic developments,Looting/property destruction,Dublin,53.3498,-6.2603,1,,1728421370
IRL1172,06-01-2024,2024,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421370
IRL1176,06-01-2024,2024,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1728421370
IRL1245,31-12-2023,2023,1,Strategic developments,Strategic developments,Looting/property destruction,Dublin,53.3498,-6.2603,1,,1728421370
IRL1166,20-12-2023,2023,1,Demonstrations,Protests,Peaceful protest,Swords,53.4598,-6.2184,1,crowd size=over 250,1733860830
IRL1160,16-12-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=thousands,1728421370
IRL1164,12-12-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=more than 100,1728421370
IRL1158,09-12-2023,2023,1,Demonstrations,Protests,Peaceful protest,Dublin,53.3498,-6.2603,1,crowd size=no report,1704833927
